student_id,semester,course_code,course_name,credits,course_category,marks,attendance_percent,grade,grade_point,status,attempt_number
STU0057,7,CSE 131,Compiler Construction,4,systems,94,80,A+,4.0,current,1
STU0057,7,CSE 158,Recommender Systems and Web Mining,4,ai,78,100,B+,3.3,current,1
STU0057,7,MATH 188,Algebraic Combinatorics,4,math,69,85,B-,2.7,current,1
STU0058,1,CSE 11,Introduction to Computer Science and Object-Oriented Programming: Java,4,core,76,100,B+,3.3,completed,1
STU0058,1,CSE 5A,Introduction to Programming I,4,core,95,88,A+,4.0,completed,1
STU0058,1,MATH 18,Linear Algebra,4,math,73,100,B,3.0,completed,1
STU0058,1,MATH 20A,Calculus for Science and Engineering,4,math,89,96,A,4.0,completed,1
STU0058,2,CSE 12,Basic Data Structures and Object-Oriented Design,4,core,94,82,A+,4.0,completed,1
STU0058,2,CSE 15L,Software Tools and Techniques Laboratory,2,lab,83,84,A-,3.7,completed,1
STU0058,2,CSE 20,Discrete Mathematics,4,math,91,86,A+,4.0,completed,1
STU0058,2,CSE 21,Mathematics for Algorithms and Systems,4,core,72,96,B,3.0,completed,1
STU0058,2,MATH 20B,Calculus for Science and Engineering,4,math,98,82,A+,4.0,completed,1
STU0058,3,CSE 100,Advanced Data Structures,4,core,89,80,A,4.0,completed,1
STU0058,3,CSE 30,Computer Organization and Systems Programming,4,core,88,100,A,4.0,completed,1
STU0058,3,MATH 154,Discrete Mathematics and Graph Theory,4,math,80,98,A-,3.7,completed,1
STU0058,3,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,4,math,91,83,A+,4.0,completed,1
STU0058,4,CSE 101,Design and Analysis of Algorithms,4,core,95,99,A+,4.0,current,1
STU0058,4,CSE 103,A Practical Introduction to Probability and Statistics,4,core,98,94,A+,4.0,current,1
STU0058,4,CSE 110,Software Engineering,4,core,82,87,A-,3.7,current,1
STU0058,4,DSC 40B,Theoretical Foundations of Data Science II,4,data,87,77,A,4.0,current,1
STU0059,1,CSE 11,Introduction to Computer Science and Object-Oriented Programming: Java,4,core,83,74,A-,3.7,completed,1
STU0059,1,CSE 5A,Introduction to Programming I,4,core,98,89,A+,4.0,completed,1
STU0059,1,MATH 18,Linear Algebra,4,math,97,87,A+,4.0,completed,1
STU0059,1,MATH 20A,Calculus for Science and Engineering,4,math,98,83,A+,4.0,completed,1
STU0059,2,CSE 12,Basic Data Structures and Object-Oriented Design,4,core,93,93,A+,4.0,completed,1
STU0059,2,CSE 15L,Software Tools and Techniques Laboratory,2,lab,91,90,A+,4.0,completed,1
STU0059,2,CSE 20,Discrete Mathematics,4,math,85,91,A,4.0,completed,1
STU0059,2,CSE 21,Mathematics for Algorithms and Systems,4,core,83,100,A-,3.7,completed,1
STU0059,2,MATH 20B,Calculus for Science and Engineering,4,math,77,87,B+,3.3,completed,1
STU0059,3,CSE 100,Advanced Data Structures,4,core,70,88,B,3.0,current,1
STU0059,3,CSE 30,Computer Organization and Systems Programming,4,core,85,77,A,4.0,current,1
STU0059,3,MATH 154,Discrete Mathematics and Graph Theory,4,math,84,73,A-,3.7,current,1
STU0059,3,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,4,math,81,90,A-,3.7,current,1
STU0060,1,CSE 11,Introduction to Computer Science and Object-Oriented Programming: Java,4,core,87,79,A,4.0,completed,1
STU0060,1,CSE 5A,Introduction to Programming I,4,core,78,76,B+,3.3,completed,1
STU0060,1,MATH 18,Linear Algebra,4,math,87,86,A,4.0,completed,1
STU0060,1,MATH 20A,Calculus for Science and Engineering,4,math,82,79,A-,3.7,completed,1
STU0060,2,CSE 12,Basic Data Structures and Object-Oriented Design,4,core,84,74,A-,3.7,completed,1
STU0060,2,CSE 15L,Software Tools and Techniques Laboratory,2,lab,85,100,A,4.0,completed,1
STU0060,2,CSE 20,Discrete Mathematics,4,math,70,97,B,3.0,completed,1
STU0060,2,CSE 21,Mathematics for Algorithms and Systems,4,core,94,92,A+,4.0,completed,1
STU0060,2,MATH 20B,Calculus for Science and Engineering,4,math,81,68,A-,3.7,completed,1
STU0060,3,CSE 100,Advanced Data Structures,4,core,74,78,B,3.0,completed,1
STU0060,3,CSE 30,Computer Organization and Systems Programming,4,core,71,85,B,3.0,completed,1
STU0060,3,MATH 154,Discrete Mathematics and Graph Theory,4,math,80,75,A-,3.7,completed,1
STU0060,3,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,4,math,74,79,B,3.0,completed,1
STU0060,4,CSE 101,Design and Analysis of Algorithms,4,core,79,83,B+,3.3,completed,1
STU0060,4,CSE 103,A Practical Introduction to Probability and Statistics,4,core,75,90,B+,3.3,completed,1
STU0060,4,CSE 110,Software Engineering,4,core,87,84,A,4.0,completed,1
STU0060,4,DSC 40B,Theoretical Foundations of Data Science II,4,data,79,89,B+,3.3,completed,1
STU0060,5,CSE 123,Computer Networks,4,networks,90,93,A+,4.0,current,1
STU0060,5,CSE 132A,Database System Principles,4,database,86,88,A,4.0,current,1
STU0060,5,DSC 80,The Practice and Application of Data Science,4,data,82,91,A-,3.7,current,1
STU0060,5,ECE 109,Engineering Probability and Statistics,4,math,84,91,A-,3.7,current,1
STU0060,5,MATH 183,Statistical Methods,4,math,81,98,A-,3.7,current,1
STU0061,1,CSE 11,Introduction to Computer Science and Object-Oriented Programming: Java,4,core,76,98,B+,3.3,completed,1
STU0061,1,CSE 5A,Introduction to Programming I,4,core,65,90,B-,2.7,completed,1
STU0061,1,MATH 18,Linear Algebra,4,math,66,78,B-,2.7,completed,1
STU0061,1,MATH 20A,Calculus for Science and Engineering,4,math,74,80,B,3.0,completed,1
STU0061,2,CSE 12,Basic Data Structures and Object-Oriented Design,4,core,98,81,A+,4.0,completed,1
STU0061,2,CSE 15L,Software Tools and Techniques Laboratory,2,lab,66,93,B-,2.7,completed,1
STU0061,2,CSE 20,Discrete Mathematics,4,math,79,91,B+,3.3,completed,1
STU0061,2,CSE 21,Mathematics for Algorithms and Systems,4,core,74,96,B,3.0,completed,1
STU0061,2,MATH 20B,Calculus for Science and Engineering,4,math,78,79,B+,3.3,completed,1
STU0061,3,CSE 100,Advanced Data Structures,4,core,77,91,B+,3.3,completed,1
STU0061,3,CSE 30,Computer Organization and Systems Programming,4,core,84,68,A-,3.7,completed,1
STU0061,3,MATH 154,Discrete Mathematics and Graph Theory,4,math,79,73,B+,3.3,completed,1
STU0061,3,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,4,math,78,80,B+,3.3,completed,1
STU0061,4,CSE 101,Design and Analysis of Algorithms,4,core,80,95,A-,3.7,current,1
STU0061,4,CSE 103,A Practical Introduction to Probability and Statistics,4,core,83,90,A-,3.7,current,1
STU0061,4,CSE 110,Software Engineering,4,core,89,89,A,4.0,current,1
STU0061,4,DSC 40B,Theoretical Foundations of Data Science II,4,data,89,91,A,4.0,current,1
STU0062,1,CSE 11,Introduction to Computer Science and Object-Oriented Programming: Java,4,core,82,82,A-,3.7,completed,1
STU0062,1,CSE 5A,Introduction to Programming I,4,core,90,99,A+,4.0,completed,1
STU0062,1,MATH 18,Linear Algebra,4,math,61,75,C+,2.3,completed,1
STU0062,1,MATH 20A,Calculus for Science and Engineering,4,math,61,86,C+,2.3,completed,1
STU0062,2,CSE 12,Basic Data Structures and Object-Oriented Design,4,core,67,80,B-,2.7,completed,1
STU0062,2,CSE 15L,Software Tools and Techniques Laboratory,2,lab,78,99,B+,3.3,completed,1
STU0062,2,CSE 20,Discrete Mathematics,4,math,84,70,A-,3.7,completed,1
STU0062,2,CSE 21,Mathematics for Algorithms and Systems,4,core,73,79,B,3.0,completed,1
STU0062,2,MATH 20B,Calculus for Science and Engineering,4,math,92,80,A+,4.0,completed,1
STU0062,3,CSE 100,Advanced Data Structures,4,core,71,81,B,3.0,completed,1
STU0062,3,CSE 30,Computer Organization and Systems Programming,4,core,77,80,B+,3.3,completed,1
STU0062,3,MATH 154,Discrete Mathematics and Graph Theory,4,math,68,91,B-,2.7,completed,1
STU0062,3,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,4,math,76,68,B+,3.3,completed,1
STU0062,4,CSE 101,Design and Analysis of Algorithms,4,core,54,76,C-,1.7,current,1
STU0062,4,CSE 103,A Practical Introduction to Probability and Statistics,4,core,80,92,A-,3.7,current,1
STU0062,4,CSE 110,Software Engineering,4,core,79,82,B+,3.3,current,1
STU0062,4,DSC 40B,Theoretical Foundations of Data Science II,4,data,81,85,A-,3.7,current,1
STU0063,1,CSE 11,Introduction to Computer Science and Object-Oriented Programming: Java,4,core,91,80,A+,4.0,completed,1
STU0063,1,CSE 5A,Introduction to Programming I,4,core,74,81,B,3.0,completed,1
STU0063,1,MATH 18,Linear Algebra,4,math,77,81,B+,3.3,completed,1
STU0063,1,MATH 20A,Calculus for Science and Engineering,4,math,86,94,A,4.0,completed,1
STU0063,2,CSE 12,Basic Data Structures and Object-Oriented Design,4,core,85,85,A,4.0,completed,1
STU0063,2,CSE 15L,Software Tools and Techniques Laboratory,2,lab,79,73,B+,3.3,completed,1
STU0063,2,CSE 20,Discrete Mathematics,4,math,90,85,A+,4.0,completed,1
STU0063,2,CSE 21,Mathematics for Algorithms and Systems,4,core,69,100,B-,2.7,completed,1
STU0063,2,MATH 20B,Calculus for Science and Engineering,4,math,76,76,B+,3.3,completed,1
STU0063,3,CSE 100,Advanced Data Structures,4,core,80,100,A-,3.7,completed,1
STU0063,3,CSE 30,Computer Organization and Systems Programming,4,core,65,82,B-,2.7,completed,1
STU0063,3,MATH 154,Discrete Mathematics and Graph Theory,4,math,74,81,B,3.0,completed,1
STU0063,3,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,4,math,82,82,A-,3.7,completed,1
STU0063,4,CSE 101,Design and Analysis of Algorithms,4,core,76,100,B+,3.3,completed,1
STU0063,4,CSE 103,A Practical Introduction to Probability and Statistics,4,core,78,62,B+,3.3,completed,1
STU0063,4,CSE 110,Software Engineering,4,core,85,76,A,4.0,completed,1
STU0063,4,DSC 40B,Theoretical Foundations of Data Science II,4,data,83,76,A-,3.7,completed,1
STU0063,5,CSE 120,Principles of Computer Operating Systems,4,systems,81,98,A-,3.7,completed,1
STU0063,5,CSE 123,Computer Networks,4,networks,81,98,A-,3.7,completed,1
STU0063,5,CSE 130,Programming Languages: Principles and Paradigms,4,systems,77,72,B+,3.3,completed,1
STU0063,5,CSE 132A,Database System Principles,4,database,62,73,C+,2.3,completed,1
STU0063,5,MATH 183,Statistical Methods,4,math,80,88,A-,3.7,completed,1
STU0063,6,CSE 105,Theory of Computability,4,systems,68,83,B-,2.7,current,1
STU0063,6,CSE 132B,Database Systems Applications,4,database,74,73,B,3.0,current,1
STU0063,6,CSE 150A,Introduction to Artificial Intelligence: Probabilistic Reasoning and Decision-Making,4,ai,77,71,B+,3.3,current,1
STU0063,6,CSE 151A,Introduction to Machine Learning,4,ai,76,96,B+,3.3,current,1
STU0063,6,MATH 181A,Introduction to Mathematical Statistics I,4,math,80,94,A-,3.7,current,1
STU0064,1,CSE 11,Introduction to Computer Science and Object-Oriented Programming: Java,4,core,83,69,A-,3.7,completed,1
STU0064,1,CSE 5A,Introduction to Programming I,4,core,84,89,A-,3.7,completed,1
STU0064,1,MATH 18,Linear Algebra,4,math,72,86,B,3.0,completed,1
STU0064,1,MATH 20A,Calculus for Science and Engineering,4,math,65,99,B-,2.7,completed,1
STU0064,2,CSE 12,Basic Data Structures and Object-Oriented Design,4,core,64,81,C+,2.3,completed,1
STU0064,2,CSE 15L,Software Tools and Techniques Laboratory,2,lab,63,100,C+,2.3,completed,1
STU0064,2,CSE 20,Discrete Mathematics,4,math,90,100,A+,4.0,completed,1
STU0064,2,CSE 21,Mathematics for Algorithms and Systems,4,core,63,74,C+,2.3,completed,1
STU0064,2,MATH 20B,Calculus for Science and Engineering,4,math,68,70,B-,2.7,completed,1
STU0064,3,CSE 100,Advanced Data Structures,4,core,80,87,A-,3.7,completed,1
STU0064,3,CSE 30,Computer Organization and Systems Programming,4,core,75,77,B+,3.3,completed,1
STU0064,3,MATH 154,Discrete Mathematics and Graph Theory,4,math,58,81,C,2.0,completed,1
STU0064,3,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,4,math,73,71,B,3.0,completed,1
STU0064,4,CSE 101,Design and Analysis of Algorithms,4,core,68,89,B-,2.7,completed,1
STU0064,4,CSE 103,A Practical Introduction to Probability and Statistics,4,core,81,80,A-,3.7,completed,1
STU0064,4,CSE 110,Software Engineering,4,core,78,91,B+,3.3,completed,1
STU0064,4,DSC 40B,Theoretical Foundations of Data Science II,4,data,85,70,A,4.0,completed,1
STU0064,5,CSE 120,Principles of Computer Operating Systems,4,systems,78,94,B+,3.3,completed,1
STU0064,5,CSE 123,Computer Networks,4,networks,82,84,A-,3.7,completed,1
STU0064,5,CSE 130,Programming Languages: Principles and Paradigms,4,systems,80,83,A-,3.7,completed,1
STU0064,5,DSC 80,The Practice and Application of Data Science,4,data,91,84,A+,4.0,completed,1
STU0064,5,MATH 183,Statistical Methods,4,math,75,76,B+,3.3,completed,1
STU0064,6,CSE 105,Theory of Computability,4,systems,73,79,B,3.0,current,1
STU0064,6,CSE 150A,Introduction to Artificial Intelligence: Probabilistic Reasoning and Decision-Making,4,ai,90,79,A+,4.0,current,1
STU0064,6,CSE 150B,Introduction to Artificial Intelligence: Search and Reasoning,4,ai,71,77,B,3.0,current,1
STU0064,6,CSE 151A,Introduction to Machine Learning,4,ai,67,95,B-,2.7,current,1
STU0064,6,MATH 181A,Introduction to Mathematical Statistics I,4,math,78,65,B+,3.3,current,1
STU0065,1,CSE 11,Introduction to Computer Science and Object-Oriented Programming: Java,4,core,80,86,A-,3.7,completed,1
STU0065,1,CSE 5A,Introduction to Programming I,4,core,76,90,B+,3.3,completed,1
STU0065,1,MATH 18,Linear Algebra,4,math,81,86,A-,3.7,completed,1
STU0065,1,MATH 20A,Calculus for Science and Engineering,4,math,94,77,A+,4.0,completed,1
STU0065,2,CSE 12,Basic Data Structures and Object-Oriented Design,4,core,85,86,A,4.0,completed,1
STU0065,2,CSE 15L,Software Tools and Techniques Laboratory,2,lab,76,80,B+,3.3,completed,1
STU0065,2,CSE 20,Discrete Mathematics,4,math,82,94,A-,3.7,completed,1
STU0065,2,CSE 21,Mathematics for Algorithms and Systems,4,core,66,76,B-,2.7,completed,1
STU0065,2,MATH 20B,Calculus for Science and Engineering,4,math,73,73,B,3.0,completed,1
STU0065,3,CSE 100,Advanced Data Structures,4,core,72,93,B,3.0,completed,1
STU0065,3,CSE 30,Computer Organization and Systems Programming,4,core,72,89,B,3.0,completed,1
STU0065,3,MATH 154,Discrete Mathematics and Graph Theory,4,math,69,81,B-,2.7,completed,1
STU0065,3,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,4,math,70,86,B,3.0,completed,1
STU0065,4,CSE 101,Design and Analysis of Algorithms,4,core,67,86,B-,2.7,current,1
STU0065,4,CSE 103,A Practical Introduction to Probability and Statistics,4,core,76,78,B+,3.3,current,1
STU0065,4,CSE 110,Software Engineering,4,core,87,86,A,4.0,current,1
STU0065,4,DSC 40B,Theoretical Foundations of Data Science II,4,data,98,96,A+,4.0,current,1
STU0066,1,CSE 11,Introduction to Computer Science and Object-Oriented Programming: Java,4,core,94,85,A+,4.0,completed,1
STU0066,1,CSE 5A,Introduction to Programming I,4,core,78,85,B+,3.3,completed,1
STU0066,1,MATH 18,Linear Algebra,4,math,87,80,A,4.0,completed,1
STU0066,1,MATH 20A,Calculus for Science and Engineering,4,math,77,97,B+,3.3,completed,1
STU0066,2,CSE 12,Basic Data Structures and Object-Oriented Design,4,core,81,71,A-,3.7,completed,1
STU0066,2,CSE 15L,Software Tools and Techniques Laboratory,2,lab,64,75,C+,2.3,completed,1
STU0066,2,CSE 20,Discrete Mathematics,4,math,80,72,A-,3.7,completed,1
STU0066,2,CSE 21,Mathematics for Algorithms and Systems,4,core,69,78,B-,2.7,completed,1
STU0066,2,MATH 20B,Calculus for Science and Engineering,4,math,84,82,A-,3.7,completed,1
STU0066,3,CSE 100,Advanced Data Structures,4,core,78,77,B+,3.3,completed,1
STU0066,3,CSE 30,Computer Organization and Systems Programming,4,core,80,100,A-,3.7,completed,1
STU0066,3,MATH 154,Discrete Mathematics and Graph Theory,4,math,84,77,A-,3.7,completed,1
STU0066,3,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,4,math,74,89,B,3.0,completed,1
STU0066,4,CSE 101,Design and Analysis of Algorithms,4,core,77,83,B+,3.3,completed,1
STU0066,4,CSE 103,A Practical Introduction to Probability and Statistics,4,core,77,84,B+,3.3,completed,1
STU0066,4,CSE 110,Software Engineering,4,core,65,75,B-,2.7,completed,1
STU0066,4,DSC 40B,Theoretical Foundations of Data Science II,4,data,77,82,B+,3.3,completed,1
STU0066,5,CSE 120,Principles of Computer Operating Systems,4,systems,79,82,B+,3.3,current,1
STU0066,5,CSE 123,Computer Networks,4,networks,73,85,B,3.0,current,1
STU0066,5,CSE 130,Programming Languages: Principles and Paradigms,4,systems,80,77,A-,3.7,current,1
STU0066,5,ECE 109,Engineering Probability and Statistics,4,math,86,90,A,4.0,current,1
STU0066,5,MATH 183,Statistical Methods,4,math,83,87,A-,3.7,current,1
STU0067,1,CSE 11,Introduction to Computer Science and Object-Oriented Programming: Java,4,core,80,98,A-,3.7,completed,1
STU0067,1,CSE 5A,Introduction to Programming I,4,core,78,80,B+,3.3,completed,1
STU0067,1,MATH 18,Linear Algebra,4,math,58,81,C,2.0,completed,1
STU0067,1,MATH 20A,Calculus for Science and Engineering,4,math,70,77,B,3.0,completed,1
STU0067,2,CSE 12,Basic Data Structures and Object-Oriented Design,4,core,91,93,A+,4.0,completed,1
STU0067,2,CSE 15L,Software Tools and Techniques Laboratory,2,lab,82,82,A-,3.7,completed,1
STU0067,2,CSE 20,Discrete Mathematics,4,math,77,92,B+,3.3,completed,1
STU0067,2,CSE 21,Mathematics for Algorithms and Systems,4,core,90,85,A+,4.0,completed,1
STU0067,2,MATH 20B,Calculus for Science and Engineering,4,math,74,69,B,3.0,completed,1
STU0067,3,CSE 100,Advanced Data Structures,4,core,86,92,A,4.0,current,1
STU0067,3,CSE 30,Computer Organization and Systems Programming,4,core,86,69,A,4.0,current,1
STU0067,3,MATH 154,Discrete Mathematics and Graph Theory,4,math,74,74,B,3.0,current,1
STU0067,3,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,4,math,98,85,A+,4.0,current,1
STU0068,1,CSE 11,Introduction to Computer Science and Object-Oriented Programming: Java,4,core,57,95,C,2.0,completed,1
STU0068,1,CSE 5A,Introduction to Programming I,4,core,73,88,B,3.0,completed,1
STU0068,1,MATH 18,Linear Algebra,4,math,84,89,A-,3.7,completed,1
STU0068,1,MATH 20A,Calculus for Science and Engineering,4,math,92,84,A+,4.0,completed,1
STU0068,2,CSE 12,Basic Data Structures and Object-Oriented Design,4,core,71,78,B,3.0,completed,1
STU0068,2,CSE 15L,Software Tools and Techniques Laboratory,2,lab,89,92,A,4.0,completed,1
STU0068,2,CSE 20,Discrete Mathematics,4,math,70,87,B,3.0,completed,1
STU0068,2,CSE 21,Mathematics for Algorithms and Systems,4,core,72,77,B,3.0,completed,1
STU0068,2,MATH 20B,Calculus for Science and Engineering,4,math,73,90,B,3.0,completed,1
STU0068,3,CSE 100,Advanced Data Structures,4,core,88,77,A,4.0,completed,1
STU0068,3,CSE 30,Computer Organization and Systems Programming,4,core,77,75,B+,3.3,completed,1
STU0068,3,MATH 154,Discrete Mathematics and Graph Theory,4,math,88,81,A,4.0,completed,1
STU0068,3,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,4,math,85,83,A,4.0,completed,1
STU0068,4,CSE 101,Design and Analysis of Algorithms,4,core,69,78,B-,2.7,completed,1
STU0068,4,CSE 103,A Practical Introduction to Probability and Statistics,4,core,82,83,A-,3.7,completed,1
STU0068,4,CSE 110,Software Engineering,4,core,91,85,A+,4.0,completed,1
STU0068,4,DSC 40B,Theoretical Foundations of Data Science II,4,data,69,86,B-,2.7,completed,1
STU0068,5,CSE 120,Principles of Computer Operating Systems,4,systems,81,77,A-,3.7,completed,1
STU0068,5,CSE 123,Computer Networks,4,networks,79,100,B+,3.3,completed,1
STU0068,5,CSE 130,Programming Languages: Principles and Paradigms,4,systems,74,97,B,3.0,completed,1
STU0068,5,CSE 132A,Database System Principles,4,database,78,68,B+,3.3,completed,1
STU0068,5,DSC 80,The Practice and Application of Data Science,4,data,74,87,B,3.0,completed,1
STU0068,6,CSE 105,Theory of Computability,4,systems,74,88,B,3.0,completed,1
STU0068,6,CSE 150A,Introduction to Artificial Intelligence: Probabilistic Reasoning and Decision-Making,4,ai,77,76,B+,3.3,completed,1
STU0068,6,CSE 150B,Introduction to Artificial Intelligence: Search and Reasoning,4,ai,79,74,B+,3.3,completed,1
STU0068,6,CSE 151A,Introduction to Machine Learning,4,ai,65,81,B-,2.7,completed,1
STU0068,6,MATH 181A,Introduction to Mathematical Statistics I,4,math,88,89,A,4.0,completed,1
STU0068,7,CSE 127,Introduction to Computer Security,4,security,66,83,B-,2.7,current,1
STU0068,7,CSE 131,Compiler Construction,4,systems,85,84,A,4.0,current,1
STU0068,7,CSE 151B,Deep Learning,4,ai,94,91,A+,4.0,current,1
STU0068,7,CSE 158,Recommender Systems and Web Mining,4,ai,79,87,B+,3.3,current,1
STU0068,7,MATH 188,Algebraic Combinatorics,4,math,75,77,B+,3.3,current,1
STU0069,1,CSE 11,Introduction to Computer Science and Object-Oriented Programming: Java,4,core,85,78,A,4.0,completed,1
STU0069,1,CSE 5A,Introduction to Programming I,4,core,80,85,A-,3.7,completed,1
STU0069,1,MATH 18,Linear Algebra,4,math,98,98,A+,4.0,completed,1
STU0069,1,MATH 20A,Calculus for Science and Engineering,4,math,64,90,C+,2.3,completed,1
STU0069,2,CSE 12,Basic Data Structures and Object-Oriented Design,4,core,90,95,A+,4.0,completed,1
STU0069,2,CSE 15L,Software Tools and Techniques Laboratory,2,lab,79,86,B+,3.3,completed,1
STU0069,2,CSE 20,Discrete Mathematics,4,math,94,96,A+,4.0,completed,1
STU0069,2,CSE 21,Mathematics for Algorithms and Systems,4,core,85,90,A,4.0,completed,1
STU0069,2,MATH 20B,Calculus for Science and Engineering,4,math,81,84,A-,3.7,completed,1
STU0069,3,CSE 100,Advanced Data Structures,4,core,71,79,B,3.0,completed,1
STU0069,3,CSE 30,Computer Organization and Systems Programming,4,core,87,100,A,4.0,completed,1
STU0069,3,MATH 154,Discrete Mathematics and Graph Theory,4,math,78,100,B+,3.3,completed,1
STU0069,3,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,4,math,86,100,A,4.0,completed,1
STU0069,4,CSE 101,Design and Analysis of Algorithms,4,core,98,79,A+,4.0,completed,1
STU0069,4,CSE 103,A Practical Introduction to Probability and Statistics,4,core,86,89,A,4.0,completed,1
STU0069,4,CSE 110,Software Engineering,4,core,90,96,A+,4.0,completed,1
STU0069,4,DSC 40B,Theoretical Foundations of Data Science II,4,data,88,77,A,4.0,completed,1
STU0069,5,CSE 120,Principles of Computer Operating Systems,4,systems,71,87,B,3.0,completed,1
STU0069,5,CSE 123,Computer Networks,4,networks,82,78,A-,3.7,completed,1
STU0069,5,CSE 130,Programming Languages: Principles and Paradigms,4,systems,82,80,A-,3.7,completed,1
STU0069,5,CSE 132A,Database System Principles,4,database,82,87,A-,3.7,completed,1
STU0069,5,DSC 80,The Practice and Application of Data Science,4,data,95,83,A+,4.0,completed,1
STU0069,6,CSE 105,Theory of Computability,4,systems,89,82,A,4.0,current,1
STU0069,6,CSE 132B,Database Systems Applications,4,database,78,93,B+,3.3,current,1
STU0069,6,CSE 150A,Introduction to Artificial Intelligence: Probabilistic Reasoning and Decision-Making,4,ai,84,95,A-,3.7,current,1
STU0069,6,CSE 150B,Introduction to Artificial Intelligence: Search and Reasoning,4,ai,85,96,A,4.0,current,1
STU0069,6,CSE 151A,Introduction to Machine Learning,4,ai,74,78,B,3.0,current,1
STU0070,1,CSE 11,Introduction to Computer Science and Object-Oriented Programming: Java,4,core,72,78,B,3.0,completed,1
STU0070,1,CSE 5A,Introduction to Programming I,4,core,70,78,B,3.0,completed,1
STU0070,1,MATH 18,Linear Algebra,4,math,51,88,C-,1.7,completed,1
STU0070,1,MATH 20A,Calculus for Science and Engineering,4,math,66,94,B-,2.7,completed,1
STU0070,2,CSE 12,Basic Data Structures and Object-Oriented Design,4,core,89,75,A,4.0,completed,1
STU0070,2,CSE 15L,Software Tools and Techniques Laboratory,2,lab,68,80,B-,2.7,completed,1
STU0070,2,CSE 20,Discrete Mathematics,4,math,86,82,A,4.0,completed,1
STU0070,2,CSE 21,Mathematics for Algorithms and Systems,4,core,78,77,B+,3.3,completed,1
STU0070,2,MATH 20B,Calculus for Science and Engineering,4,math,60,73,C+,2.3,completed,1
STU0070,3,CSE 100,Advanced Data Structures,4,core,84,75,A-,3.7,completed,1
STU0070,3,CSE 30,Computer Organization and Systems Programming,4,core,72,77,B,3.0,completed,1
STU0070,3,MATH 154,Discrete Mathematics and Graph Theory,4,math,68,96,B-,2.7,completed,1
STU0070,3,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,4,math,78,79,B+,3.3,completed,1
STU0070,4,CSE 101,Design and Analysis of Algorithms,4,core,74,84,B,3.0,completed,1
STU0070,4,CSE 103,A Practical Introduction to Probability and Statistics,4,core,69,81,B-,2.7,completed,1
STU0070,4,CSE 110,Software Engineering,4,core,93,84,A+,4.0,completed,1
STU0070,4,DSC 40B,Theoretical Foundations of Data Science II,4,data,53,84,C-,1.7,completed,1
STU0070,5,CSE 130,Programming Languages: Principles and Paradigms,4,systems,73,68,B,3.0,current,1
STU0070,5,CSE 132A,Database System Principles,4,database,69,73,B-,2.7,current,1
STU0070,5,DSC 80,The Practice and Application of Data Science,4,data,98,75,A+,4.0,current,1
STU0070,5,ECE 109,Engineering Probability and Statistics,4,math,70,91,B,3.0,current,1
STU0070,5,MATH 183,Statistical Methods,4,math,75,73,B+,3.3,current,1
STU0071,1,CSE 11,Introduction to Computer Science and Object-Oriented Programming: Java,4,core,74,87,B,3.0,completed,1
STU0071,1,CSE 5A,Introduction to Programming I,4,core,92,84,A+,4.0,completed,1
STU0071,1,MATH 18,Linear Algebra,4,math,80,67,A-,3.7,completed,1
STU0071,1,MATH 20A,Calculus for Science and Engineering,4,math,78,85,B+,3.3,completed,1
STU0071,2,CSE 12,Basic Data Structures and Object-Oriented Design,4,core,78,80,B+,3.3,completed,1
STU0071,2,CSE 15L,Software Tools and Techniques Laboratory,2,lab,85,77,A,4.0,completed,1
STU0071,2,CSE 20,Discrete Mathematics,4,math,72,86,B,3.0,completed,1
STU0071,2,CSE 21,Mathematics for Algorithms and Systems,4,core,62,89,C+,2.3,completed,1
STU0071,2,MATH 20B,Calculus for Science and Engineering,4,math,87,83,A,4.0,completed,1
STU0071,3,CSE 100,Advanced Data Structures,4,core,98,88,A+,4.0,completed,1
STU0071,3,CSE 30,Computer Organization and Systems Programming,4,core,79,81,B+,3.3,completed,1
STU0071,3,MATH 154,Discrete Mathematics and Graph Theory,4,math,75,93,B+,3.3,completed,1
STU0071,3,MATH 20C,Calculus and Analytic Geometry for Science and Engineering,4,math,69,76,B-,2.7,completed,1
STU0071,4,CSE 101,Design and Analysis of Algorithms,4,core,77,66,B+,3.3,completed,1
STU0071,4,CSE 103,A Practical Introduction to Probability and Statistics,4,core,85,82,A,4.0,completed,1
STU0071,4,CSE 110,Software Engineering,4,core,91,89,A+,4.0,completed,1
STU0071,4,DSC 40B,Theoretical Foundations of Data Science II,4,data,80,84,A-,3.7,completed,1
STU0071,5,CSE 120,Principles of Computer Operating Systems,4,systems,86,92,A,4.0,completed,1
